True_Label,Email_ID,Email_Body,Binary_Label,LLM_Prediction
legitimate,100,"Your VENUS Order Has Been Received and Is Being Processed
THANK YOU FOR SHOPPING! This email is confirming that we have received and are processing your recent order. Please verify that all the information below is correct. If you have any questions, feel free to call us toll-free at 1-888-782-2224 (outside US/Canada: 1-904-645-6000). Date: 12/02/18   Time: 03:04 PM
Order #: 36048126
Email: [customer email redacted]
Billing Name: [Redacted]
Billing Address: [Redacted], Oakdale, CA 95361, USA
Day Phone: [Redacted] Shipping Name: [Redacted]
Shipping Address: [Redacted], Beaverton, OR 97003, USA
Day Phone: [Redacted] QTY ITEM (Description)   UNIT PRICE   TOTAL
1   Y37757-S-CRMU Faux Fur Ruffle Sweater   $69.00   $65.55
  (5% off promo applied) Subtotal: $69.00
Shipping: $7.95
Offer Code (5% OFF): -$3.45
Sales Tax: $0.00
Order Total: $73.50 Some of the items you ordered received promotional discounts. The prices shown above reflect the effective price after discounts",legitimate,legitimate
ai-generated phishing,117,"Subject:Immediate: Account Security Notice

Dear [Name],

An unauthorized attempt to access your [portal] account was detected on [date] at [time] (KST) from IP [IP address] in Washington, U.S. For your safety, please click below to change your password immediately:

[Change Password Now]

Neglecting this step may lead to account deactivation per our security policy.

Sincerely,
Security Team",phishing,phishing
legitimate,88,"Subject: Inquiry Regarding Potential Interview Contacts for Cyberwarfare Research
​
Dear <redacted>,

I hope this message finds you well.

I’m reaching out following your mention in our last class that you might know individuals with expertise in the cyberwarfare or cross-border cyber conflict domain. As part of my research on North Korean cyberwarfare, I’m hoping to interview experts in this field for my recommendations chapter—particularly those with insight into the legal dimensions or broader policy implications.

If you happen to know anyone, including within the Cyber Policy Department (although I do work with them, I currently only have one main point of contact there), I would be truly grateful for any recommendations or introductions you could provide.

Thank you so much for your time and support.

Warm regards,
Tiana",legitimate,legitimate
legitimate,75,"Hello,

You’re receiving this email because we are updating the Microsoft Services Agreement, which applies to one or more Microsoft products or services you use. We’re making these updates to clarify our terms and ensure that they remain transparent for you, as well as to cover new Microsoft products, services and features.
The Microsoft Services Agreement is an agreement between you and Microsoft (or one of its affiliates) that governs your use of Microsoft consumer online products and services.
You can read the entire Microsoft Services Agreement here. You can also learn more about these updates on our FAQ page here, including a summary of the most notable changes. The updates to the Microsoft Services Agreement will take effect on September 30, 2024. If you continue to use our products and services on or after September 30, 2024, you are agreeing to the updated Microsoft Services Agreement.
If you do not agree, you can choose to discontinue using the products and services, and close your Microsoft account before these terms become effective. If you are a parent or guardian, you are responsible for your child’s or teenager’s use of Microsoft products and services, including purchases.
Thank you for using Microsoft products and services",legitimate,legitimate
ai-generated phishing,122,"Subject:Briefing Request: North Korea Missile Test Analysis

Dear [Name],

I am [Journalist Name] with [Legitimate U.S. News Organization]. We are preparing an analytical piece on North Korea’s recent missile tests and would like your expert commentary. Please address the following:
1. Prospects for a near-future nuclear test?
2. Strategic shifts in regional defense responses?
3. Implications for Japan’s defense strategy?

Your input by [deadline] would be greatly appreciated.

Sincerely,
[Journalist Name]",phishing,legitimate
ai-generated phishing,150,"Subject: Important: Verify Your Apple ID for Security  

Dear [Recipient Name],  

We’ve detected unusual activity on your Apple ID. Please verify your identity within 24 hours to avoid your account being disabled.  

Click here to verify your account:  
[appleid.apple.com](http://appleid.apple.com)  

Best regards,  
Apple Support Team
",phishing,phishing
phishing,21,"Greetings,
I hope you've been well! This is <name of real journalist> with <legitimate U.S. news
organization>.
North Korea Fires Powerful Missile on 4 Oct using Old Playbook in a New Worlds. The last
time Pyongyang launched a weapon over Japan was in 2017, when Donald J. Trump was
president and Kim Jong-un seemed intent on escalating conflict with Washington.
I have some questions regarding this:
1) Would Pyongyang conduct its next nuclear test soon after China’s Communist Party
Congress in mid-October?
2) May a quieter approach to North Korean aggression be warranted?
3) Would Japan increase the defense budget and a more proactive defense policy?
I would be very grateful if you could send me your answers within 5 days.
Have a good weekend.
Sincerely,
<name of legitimate journalist>",phishing,phishing
legitimate,72,"Subject: Media inquiry from the Washington Post
Hi Leah,
My name is Caitlin Dewey and I’m a reporter covering food policy at the Washington Post. I’m
working on a story about the social media civility pledge that the Academy of Nutrition and
Dietetics recently began promoting, and I hoped you’d have some time today to talk to me about it.
A number of dieticians have told me that they believe the pledge was instituted because of
complaints they made to AND about your behavior on Twitter. They claim that you have harassed
them and unfairly called their reputations into question.
I’d like to hear how you see your social media advocacy, the state of nutrition discourse online,
and what you think of the AND pledge. Please let me know when you get a chance.
Thanks,
Caitlin",legitimate,legitimate
ai-generated phishing,107,"Subject:Notice: Suspicious Activity Detected on Your Account

Dear Valued Customer,

We have detected several anomalous login attempts to your account from Japan and the U.S. Our monitoring systems have temporarily flagged your account for review.

Please verify your recent activity by visiting the link below:

[Verify Now]

Thank you for your prompt attention.

Loss Prevention Department
[Credit Union Name]",phishing,phishing
phishing,15,"Subject: Re: Request for an interview
Dear <name of foreign affairs expert>,
Sorry for my late response because of the Prof’s busy time and thanks so much for replying with your kind answers. I did confer with <legitimate U.S. professor> about it and modified a bit. Please find the link below and let me know if you have any different opinions.
<Drive link>
PWD: <redacted>
Best,
< university student>",phishing,phishing
legitimate,93,"Subject: Call for Papers - NZCSRSC 08

Another conference that may be of interest to those in computer science, 
information technology, or otherwise computationally related fields. It has 
been particularly pointed out, that also IS and other related fields are very 
welcome.

Last year the conference featured a ""Geeks and Suits"" event for career 
planning contacts with the (related) industry. Additionally excellent New 
Zealanders as key note speakers who have become internationally famous (Ian 
Foster as the ""godfather"" of Grid Computing, Craig Neville-Manning from 
Google, ...).

It was definitely worth it, and I expect it to be good again.

Guy

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

== Call for Papers ==

We are now inviting submissions for full and short papers for the 6th
New Zealand Computer Science Research Students Conference, to be held in
April 2008 at the University of Canterbury.

NZCSRSC 2008 is an opportunity for all Computer Science research
students from around New Zealand to get together and learn more about
cutting-edge research in different topics. Get your work known
throughout the country and receive feedback from others engaged in the
same area. Seize this chance of showcasing your research to the top
Computer Science postgraduate students in New Zealand: submit your paper
to NZCSRSC 2008.

== Submission Details ==

Submissions are now being accepted for: 

     * Full papers (with presentation) - not exceeding 8 pages
     * Short papers (with poster) - not exceeding 4 pages

The conference covers all fields of research in Computer Science and
Software Engineering. See the NZCSRSC 2008 website for a comprehensive list.

Each author who submits a paper will be required to participate in the
review process. Each reviewer will be assigned three papers authored by
his/her peers for blind-review. Further details concerning the
review process will be made available closer to the review period.

NZCSRSC 2008 website - Call for Papers:
http://nzcsrsc08.canterbury.ac.nz/papers.html

Our local contacts from Massey Albany are Chris Messom (C.H.Messom|at|
massey.ac.nz) Guy Kloss (G.Kloss|at|massey.ac.nz)


For general enquires, please contact Amali Weerasinghe (amali.weerasinghe|at|
pg.canterbury.ac.nz)


-- 
Guy K. Kloss
Institute of Information and Mathematical Sciences
Te Kura Putaiao o Mohiohio me Pangarau
Room 2.63, Quad Block A Building
Massey University, Auckland, Albany
Private Bag 102 904, North Shore Mail Centre
voice: +64 9 414-0800 ext. 9585   fax: +64 9 441-8181
eMail: r.xewwa@massey.ac.nz  http://iims.massey.ac.nz",legitimate,legitimate
ai-generated phishing,103,"Subject: Invitation: Exclusive Policy Forum on US-North Korea Relations

Dear Dr. [Name],

We cordially invite you to deliver a keynote address at an exclusive forum hosted by [Legitimate Think Tank]. Recent shifts in North Korean policy necessitate fresh perspectives, and your expertise is highly valued.

Event Details:
• Date: [date]
• Time: [time] EST (Lunch session)
• Compensation: $500 plus travel support

Please confirm your availability at your earliest convenience for further details.

Regards,
[Think Tank Staff]",phishing,phishing
